Nama_Kota,Curah_Hujan_(mm),Produksi_Padi_2021,Produksi_Padi_2022,Produksi_Padi_2023
Kabupaten Ponorogo,4.09,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.93,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.93,"8924,08","8103,92","7502,06"
Kabupaten Sampang,10.07,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,7.98,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,8.03,"151157,12",141628,"157273,25"
Kabupaten Sumenep,19.07,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,2.75,"116456,34","115758,01","114874,53"
Kabupaten Tuban,5.25,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,2.75,"237916,96","207217,26","235502,11"
Kota Batu,1.47,"5750,19","6762,57","4862,81"
Kota Blitar,1.84,"247366,27","215482,79","240224,41"
Kota Blitar,1.84,"5793,3","5212,13","5636,68"
Kota Kediri,6.86,"198222,01","168853,55","183533,76"
Kota Kediri,6.86,"9534,86","10197,5","8271,57"
Kota Madiun,6.67,"461798,12","401573,69","437593,08"
Kota Madiun,6.67,"13505,81","11453,92","12169,62"
Kota Malang,0.81,"273358,61","271606,78","279365,91"
Kota Malang,0.81,"11311,4","10771,15","10318,57"
Kota Mojokerto,4.25,"297042,32","281829,41","302890,75"
Kota Mojokerto,4.25,"4414,93","5032,96","3292,78"
Kota Pasuruan,4.93,"264950,78","247255,72","260061,94"
Kota Pasuruan,4.93,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.93,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.93,"8924,08","8103,92","7502,06"
Kota Surabaya,7.98,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,6.34,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,3.54,"513490,07","462205,98","454768,46"
Kabupaten Blitar,5.89,"247366,27","215482,79","240224,41"
Kabupaten Blitar,5.89,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,6.82,674002,"704288,94","705962,63"
Kabupaten Bondowoso,5.45,"258951,46","238677,65","247778,74"
Kabupaten Gresik,7.97,"379666,19","411242,2","417428,58"
Kabupaten Jember,4.42,"615697,87","607371,19","616725,77"
Kabupaten Jombang,5.18,"326826,64","337172,14","346873,45"
Kabupaten Kediri,7.22,"198222,01","168853,55","183533,76"
Kabupaten Kediri,7.22,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,7.97,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,5.18,"295075,52","300829,01","308646,08"
Kabupaten Madiun,5.52,"461798,12","401573,69","437593,08"
Kabupaten Madiun,5.52,"13505,81","11453,92","12169,62"
Kabupaten Magetan,5.52,"307279,68","266699,89","280592,09"
Kabupaten Malang,3.46,"273358,61","271606,78","279365,91"
Kabupaten Malang,3.46,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,5.78,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,5.78,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,5.3,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,5.52,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,3.18,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,5.69,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,9.64,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,9.64,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,4.5,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,6.4,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,6.4,"8924,08","8103,92","7502,06"
Kabupaten Sampang,8.35,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,9.68,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,4.14,"151157,12",141628,"157273,25"
Kabupaten Sumenep,6.06,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,6.68,"116456,34","115758,01","114874,53"
Kabupaten Tuban,6.82,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,6.68,"237916,96","207217,26","235502,11"
Kota Batu,5.43,"5750,19","6762,57","4862,81"
Kota Blitar,5.89,"247366,27","215482,79","240224,41"
Kota Blitar,5.89,"5793,3","5212,13","5636,68"
Kota Kediri,7.22,"198222,01","168853,55","183533,76"
Kota Kediri,7.22,"9534,86","10197,5","8271,57"
Kota Madiun,5.52,"461798,12","401573,69","437593,08"
Kota Madiun,5.52,"13505,81","11453,92","12169,62"
Kota Malang,4.08,"273358,61","271606,78","279365,91"
Kota Malang,4.08,"11311,4","10771,15","10318,57"
Kota Mojokerto,5.78,"297042,32","281829,41","302890,75"
Kota Mojokerto,5.78,"4414,93","5032,96","3292,78"
Kota Pasuruan,9.64,"264950,78","247255,72","260061,94"
Kota Pasuruan,9.64,"8304,59","7293,69","8020,03"
Kota Probolinggo,6.4,"190180,14","185412,51","201044,34"
Kota Probolinggo,6.4,"8924,08","8103,92","7502,06"
Kota Surabaya,9.68,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,15.39,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,7.22,"513490,07","462205,98","454768,46"
Kabupaten Blitar,7.38,"247366,27","215482,79","240224,41"
Kabupaten Blitar,7.38,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,16.17,674002,"704288,94","705962,63"
Kabupaten Bondowoso,13.18,"258951,46","238677,65","247778,74"
Kabupaten Gresik,14.11,"379666,19","411242,2","417428,58"
Kabupaten Jember,6.28,"615697,87","607371,19","616725,77"
Kabupaten Jombang,7.3,"326826,64","337172,14","346873,45"
Kabupaten Kediri,14.18,"198222,01","168853,55","183533,76"
Kabupaten Kediri,14.18,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,14.11,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,7.89,"295075,52","300829,01","308646,08"
Kabupaten Madiun,13.04,"461798,12","401573,69","437593,08"
Kabupaten Madiun,13.04,"13505,81","11453,92","12169,62"
Kabupaten Magetan,13.04,"307279,68","266699,89","280592,09"
Kabupaten Malang,4.26,"273358,61","271606,78","279365,91"
Kabupaten Malang,4.26,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,12.28,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,12.28,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,13.97,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,13.04,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,5.31,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,9.33,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,10.19,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,10.19,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,9.24,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,9.71,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,9.71,"8924,08","8103,92","7502,06"
Kabupaten Sampang,10.07,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,12.9,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,11.25,"151157,12",141628,"157273,25"
Kabupaten Sumenep,9.52,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,12.28,"116456,34","115758,01","114874,53"
Kabupaten Tuban,16.17,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,12.28,"237916,96","207217,26","235502,11"
Kota Batu,9.24,"5750,19","6762,57","4862,81"
Kota Blitar,7.38,"247366,27","215482,79","240224,41"
Kota Blitar,7.38,"5793,3","5212,13","5636,68"
Kota Kediri,14.18,"198222,01","168853,55","183533,76"
Kota Kediri,14.18,"9534,86","10197,5","8271,57"
Kota Madiun,13.04,"461798,12","401573,69","437593,08"
Kota Madiun,13.04,"13505,81","11453,92","12169,62"
Kota Malang,5.17,"273358,61","271606,78","279365,91"
Kota Malang,5.17,"11311,4","10771,15","10318,57"
Kota Mojokerto,12.28,"297042,32","281829,41","302890,75"
Kota Mojokerto,12.28,"4414,93","5032,96","3292,78"
Kota Pasuruan,10.19,"264950,78","247255,72","260061,94"
Kota Pasuruan,10.19,"8304,59","7293,69","8020,03"
Kota Probolinggo,9.71,"190180,14","185412,51","201044,34"
Kota Probolinggo,9.71,"8924,08","8103,92","7502,06"
Kota Surabaya,12.9,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,13.03,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,2.21,"513490,07","462205,98","454768,46"
Kabupaten Blitar,3.47,"247366,27","215482,79","240224,41"
Kabupaten Blitar,3.47,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,15.04,674002,"704288,94","705962,63"
Kabupaten Bondowoso,11.72,"258951,46","238677,65","247778,74"
Kabupaten Gresik,13.05,"379666,19","411242,2","417428,58"
Kabupaten Jember,4.62,"615697,87","607371,19","616725,77"
Kabupaten Jombang,11.57,"326826,64","337172,14","346873,45"
Kabupaten Kediri,12.48,"198222,01","168853,55","183533,76"
Kabupaten Kediri,12.48,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,13.05,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,3.7,"295075,52","300829,01","308646,08"
Kabupaten Madiun,16.47,"461798,12","401573,69","437593,08"
Kabupaten Madiun,16.47,"13505,81","11453,92","12169,62"
Kabupaten Magetan,16.47,"307279,68","266699,89","280592,09"
Kabupaten Malang,3.52,"273358,61","271606,78","279365,91"
Kabupaten Malang,3.52,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,15.77,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,15.77,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,14.33,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,16.47,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,2.6,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,12.98,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,9.6,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,9.6,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,16.08,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,10.22,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,10.22,"8924,08","8103,92","7502,06"
Kabupaten Sampang,15.1,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,8.77,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,8.19,"151157,12",141628,"157273,25"
Kabupaten Sumenep,7.03,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,9.79,"116456,34","115758,01","114874,53"
Kabupaten Tuban,15.04,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,9.79,"237916,96","207217,26","235502,11"
Kota Batu,10.18,"5750,19","6762,57","4862,81"
Kota Blitar,3.47,"247366,27","215482,79","240224,41"
Kota Blitar,3.47,"5793,3","5212,13","5636,68"
Kota Kediri,12.48,"198222,01","168853,55","183533,76"
Kota Kediri,12.48,"9534,86","10197,5","8271,57"
Kota Madiun,16.47,"461798,12","401573,69","437593,08"
Kota Madiun,16.47,"13505,81","11453,92","12169,62"
Kota Malang,5.6,"273358,61","271606,78","279365,91"
Kota Malang,5.6,"11311,4","10771,15","10318,57"
Kota Mojokerto,15.77,"297042,32","281829,41","302890,75"
Kota Mojokerto,15.77,"4414,93","5032,96","3292,78"
Kota Pasuruan,9.6,"264950,78","247255,72","260061,94"
Kota Pasuruan,9.6,"8304,59","7293,69","8020,03"
Kota Probolinggo,10.22,"190180,14","185412,51","201044,34"
Kota Probolinggo,10.22,"8924,08","8103,92","7502,06"
Kota Surabaya,8.77,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,7.15,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,0.52,"513490,07","462205,98","454768,46"
Kabupaten Blitar,2.94,"247366,27","215482,79","240224,41"
Kabupaten Blitar,2.94,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,13.08,674002,"704288,94","705962,63"
Kabupaten Bondowoso,17.01,"258951,46","238677,65","247778,74"
Kabupaten Gresik,8.18,"379666,19","411242,2","417428,58"
Kabupaten Jember,9.25,"615697,87","607371,19","616725,77"
Kabupaten Jombang,6.97,"326826,64","337172,14","346873,45"
Kabupaten Kediri,7.5,"198222,01","168853,55","183533,76"
Kabupaten Kediri,7.5,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,8.18,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,7.11,"295075,52","300829,01","308646,08"
Kabupaten Madiun,16.65,"461798,12","401573,69","437593,08"
Kabupaten Madiun,16.65,"13505,81","11453,92","12169,62"
Kabupaten Magetan,16.65,"307279,68","266699,89","280592,09"
Kabupaten Malang,3.38,"273358,61","271606,78","279365,91"
Kabupaten Malang,3.38,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,6.95,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,6.95,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,9.69,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,16.65,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.92,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,15.9,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,7.22,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,7.22,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,13.08,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,2.18,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,2.18,"8924,08","8103,92","7502,06"
Kabupaten Sampang,19.21,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,11.07,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,3.46,"151157,12",141628,"157273,25"
Kabupaten Sumenep,12.08,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,3.95,"116456,34","115758,01","114874,53"
Kabupaten Tuban,13.08,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,3.95,"237916,96","207217,26","235502,11"
Kota Batu,6.53,"5750,19","6762,57","4862,81"
Kota Blitar,2.94,"247366,27","215482,79","240224,41"
Kota Blitar,2.94,"5793,3","5212,13","5636,68"
Kota Kediri,7.5,"198222,01","168853,55","183533,76"
Kota Kediri,7.5,"9534,86","10197,5","8271,57"
Kota Madiun,16.65,"461798,12","401573,69","437593,08"
Kota Madiun,16.65,"13505,81","11453,92","12169,62"
Kota Malang,5.69,"273358,61","271606,78","279365,91"
Kota Malang,5.69,"11311,4","10771,15","10318,57"
Kota Mojokerto,6.95,"297042,32","281829,41","302890,75"
Kota Mojokerto,6.95,"4414,93","5032,96","3292,78"
Kota Pasuruan,7.22,"264950,78","247255,72","260061,94"
Kota Pasuruan,7.22,"8304,59","7293,69","8020,03"
Kota Probolinggo,2.18,"190180,14","185412,51","201044,34"
Kota Probolinggo,2.18,"8924,08","8103,92","7502,06"
Kota Surabaya,11.07,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,20.94,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,0.64,"513490,07","462205,98","454768,46"
Kabupaten Blitar,0.2,"247366,27","215482,79","240224,41"
Kabupaten Blitar,0.2,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,18.71,674002,"704288,94","705962,63"
Kabupaten Bondowoso,7.53,"258951,46","238677,65","247778,74"
Kabupaten Gresik,20.1,"379666,19","411242,2","417428,58"
Kabupaten Jember,1.54,"615697,87","607371,19","616725,77"
Kabupaten Jombang,12.81,"326826,64","337172,14","346873,45"
Kabupaten Kediri,2.71,"198222,01","168853,55","183533,76"
Kabupaten Kediri,2.71,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,20.1,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,2.13,"295075,52","300829,01","308646,08"
Kabupaten Madiun,7.23,"461798,12","401573,69","437593,08"
Kabupaten Madiun,7.23,"13505,81","11453,92","12169,62"
Kabupaten Magetan,7.23,"307279,68","266699,89","280592,09"
Kabupaten Malang,2.79,"273358,61","271606,78","279365,91"
Kabupaten Malang,2.79,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,32.0,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,32.0,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,4.6,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,7.23,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.21,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,15.92,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,15.61,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,15.61,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,4.57,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,6.98,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,6.98,"8924,08","8103,92","7502,06"
Kabupaten Sampang,19.64,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,14.44,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,7.18,"151157,12",141628,"157273,25"
Kabupaten Sumenep,5.41,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,0.29,"116456,34","115758,01","114874,53"
Kabupaten Tuban,18.71,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,0.29,"237916,96","207217,26","235502,11"
Kota Batu,15.96,"5750,19","6762,57","4862,81"
Kota Blitar,0.2,"247366,27","215482,79","240224,41"
Kota Blitar,0.2,"5793,3","5212,13","5636,68"
Kota Kediri,2.71,"198222,01","168853,55","183533,76"
Kota Kediri,2.71,"9534,86","10197,5","8271,57"
Kota Madiun,7.23,"461798,12","401573,69","437593,08"
Kota Madiun,7.23,"13505,81","11453,92","12169,62"
Kota Malang,11.95,"273358,61","271606,78","279365,91"
Kota Malang,11.95,"11311,4","10771,15","10318,57"
Kota Mojokerto,32.0,"297042,32","281829,41","302890,75"
Kota Mojokerto,32.0,"4414,93","5032,96","3292,78"
Kota Pasuruan,15.61,"264950,78","247255,72","260061,94"
Kota Pasuruan,15.61,"8304,59","7293,69","8020,03"
Kota Probolinggo,6.98,"190180,14","185412,51","201044,34"
Kota Probolinggo,6.98,"8924,08","8103,92","7502,06"
Kota Surabaya,14.44,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,6.38,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,0.19,"513490,07","462205,98","454768,46"
Kabupaten Blitar,3.66,"247366,27","215482,79","240224,41"
Kabupaten Blitar,3.66,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,1.73,674002,"704288,94","705962,63"
Kabupaten Bondowoso,1.41,"258951,46","238677,65","247778,74"
Kabupaten Gresik,4.25,"379666,19","411242,2","417428,58"
Kabupaten Jember,1.74,"615697,87","607371,19","616725,77"
Kabupaten Jombang,4.39,"326826,64","337172,14","346873,45"
Kabupaten Kediri,4.81,"198222,01","168853,55","183533,76"
Kabupaten Kediri,4.81,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,4.25,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,0.7,"295075,52","300829,01","308646,08"
Kabupaten Madiun,1.97,"461798,12","401573,69","437593,08"
Kabupaten Madiun,1.97,"13505,81","11453,92","12169,62"
Kabupaten Magetan,1.97,"307279,68","266699,89","280592,09"
Kabupaten Malang,3.94,"273358,61","271606,78","279365,91"
Kabupaten Malang,3.94,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,2.93,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,2.93,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,2.94,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,1.97,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.89,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,9.57,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,0.62,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,0.62,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,3.48,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,1.34,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,1.34,"8924,08","8103,92","7502,06"
Kabupaten Sampang,3.81,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,1.69,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,0.45,"151157,12",141628,"157273,25"
Kabupaten Sumenep,9.67,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,3.27,"116456,34","115758,01","114874,53"
Kabupaten Tuban,1.73,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,3.27,"237916,96","207217,26","235502,11"
Kota Batu,3.23,"5750,19","6762,57","4862,81"
Kota Blitar,3.66,"247366,27","215482,79","240224,41"
Kota Blitar,3.66,"5793,3","5212,13","5636,68"
Kota Kediri,4.81,"198222,01","168853,55","183533,76"
Kota Kediri,4.81,"9534,86","10197,5","8271,57"
Kota Madiun,1.97,"461798,12","401573,69","437593,08"
Kota Madiun,1.97,"13505,81","11453,92","12169,62"
Kota Malang,3.27,"273358,61","271606,78","279365,91"
Kota Malang,3.27,"11311,4","10771,15","10318,57"
Kota Mojokerto,2.93,"297042,32","281829,41","302890,75"
Kota Mojokerto,2.93,"4414,93","5032,96","3292,78"
Kota Pasuruan,0.62,"264950,78","247255,72","260061,94"
Kota Pasuruan,0.62,"8304,59","7293,69","8020,03"
Kota Probolinggo,1.34,"190180,14","185412,51","201044,34"
Kota Probolinggo,1.34,"8924,08","8103,92","7502,06"
Kota Surabaya,1.69,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,6.36,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,2.92,"513490,07","462205,98","454768,46"
Kabupaten Blitar,13.41,"247366,27","215482,79","240224,41"
Kabupaten Blitar,13.41,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,7.9,674002,"704288,94","705962,63"
Kabupaten Bondowoso,5.93,"258951,46","238677,65","247778,74"
Kabupaten Gresik,4.41,"379666,19","411242,2","417428,58"
Kabupaten Jember,10.13,"615697,87","607371,19","616725,77"
Kabupaten Jombang,8.8,"326826,64","337172,14","346873,45"
Kabupaten Kediri,11.62,"198222,01","168853,55","183533,76"
Kabupaten Kediri,11.62,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,4.41,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,6.35,"295075,52","300829,01","308646,08"
Kabupaten Madiun,10.52,"461798,12","401573,69","437593,08"
Kabupaten Madiun,10.52,"13505,81","11453,92","12169,62"
Kabupaten Magetan,10.52,"307279,68","266699,89","280592,09"
Kabupaten Malang,9.42,"273358,61","271606,78","279365,91"
Kabupaten Malang,9.42,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,5.72,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,5.72,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,8.82,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,10.52,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,16.83,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,4.33,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,1.53,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,1.53,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,9.36,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,0.69,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,0.69,"8924,08","8103,92","7502,06"
Kabupaten Sampang,5.82,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,2.67,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,1.99,"151157,12",141628,"157273,25"
Kabupaten Sumenep,0.65,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,11.61,"116456,34","115758,01","114874,53"
Kabupaten Tuban,7.9,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,11.61,"237916,96","207217,26","235502,11"
Kota Batu,5.89,"5750,19","6762,57","4862,81"
Kota Blitar,13.41,"247366,27","215482,79","240224,41"
Kota Blitar,13.41,"5793,3","5212,13","5636,68"
Kota Kediri,11.62,"198222,01","168853,55","183533,76"
Kota Kediri,11.62,"9534,86","10197,5","8271,57"
Kota Madiun,10.52,"461798,12","401573,69","437593,08"
Kota Madiun,10.52,"13505,81","11453,92","12169,62"
Kota Malang,6.75,"273358,61","271606,78","279365,91"
Kota Malang,6.75,"11311,4","10771,15","10318,57"
Kota Mojokerto,5.72,"297042,32","281829,41","302890,75"
Kota Mojokerto,5.72,"4414,93","5032,96","3292,78"
Kota Pasuruan,1.53,"264950,78","247255,72","260061,94"
Kota Pasuruan,1.53,"8304,59","7293,69","8020,03"
Kota Probolinggo,0.69,"190180,14","185412,51","201044,34"
Kota Probolinggo,0.69,"8924,08","8103,92","7502,06"
Kota Surabaya,2.67,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,1.77,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,5.72,"513490,07","462205,98","454768,46"
Kabupaten Blitar,5.12,"247366,27","215482,79","240224,41"
Kabupaten Blitar,5.12,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,0.42,674002,"704288,94","705962,63"
Kabupaten Bondowoso,9.37,"258951,46","238677,65","247778,74"
Kabupaten Gresik,1.4,"379666,19","411242,2","417428,58"
Kabupaten Jember,12.64,"615697,87","607371,19","616725,77"
Kabupaten Jombang,1.44,"326826,64","337172,14","346873,45"
Kabupaten Kediri,2.65,"198222,01","168853,55","183533,76"
Kabupaten Kediri,2.65,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,1.4,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,4.09,"295075,52","300829,01","308646,08"
Kabupaten Madiun,1.93,"461798,12","401573,69","437593,08"
Kabupaten Madiun,1.93,"13505,81","11453,92","12169,62"
Kabupaten Magetan,1.93,"307279,68","266699,89","280592,09"
Kabupaten Malang,6.92,"273358,61","271606,78","279365,91"
Kabupaten Malang,6.92,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,0.26,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,0.26,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,1.83,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,1.93,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,10.42,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,2.76,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,0.21,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,0.21,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,5.55,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,1.13,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,1.13,"8924,08","8103,92","7502,06"
Kabupaten Sampang,2.22,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,1.35,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,0.74,"151157,12",141628,"157273,25"
Kabupaten Sumenep,1.22,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,4.89,"116456,34","115758,01","114874,53"
Kabupaten Tuban,0.42,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,4.89,"237916,96","207217,26","235502,11"
Kota Batu,2.67,"5750,19","6762,57","4862,81"
Kota Blitar,5.12,"247366,27","215482,79","240224,41"
Kota Blitar,5.12,"5793,3","5212,13","5636,68"
Kota Kediri,2.65,"198222,01","168853,55","183533,76"
Kota Kediri,2.65,"9534,86","10197,5","8271,57"
Kota Madiun,1.93,"461798,12","401573,69","437593,08"
Kota Madiun,1.93,"13505,81","11453,92","12169,62"
Kota Malang,5.85,"273358,61","271606,78","279365,91"
Kota Malang,5.85,"11311,4","10771,15","10318,57"
Kota Mojokerto,0.26,"297042,32","281829,41","302890,75"
Kota Mojokerto,0.26,"4414,93","5032,96","3292,78"
